,date,hospital_dedicated,hospital_dedicated_govt,hospital_dedicated_pvt,covid19_beds,covid19_bed_occupancy,icu_hdu_beds,n_safe_homes,safe_home_beds,n_ventilators,total_patients_home_isolation,current_patients_home_isolation,released_patients_home_isolation,current_patients_hospital,current_patients_safe_homes,day,month,year,Index,hosp_per_million,covid_beds_per_million,icu_hdu_beds_per_million
289,05-12-2020,102,45,57,13538,25.27,2523,200,11507,1279,990042,87456,990042,,625,Saturday,Dec-20,2020,20201205,9803.921569,73.86615453,396.3535474
288,06-12-2020,102,45,57,13538,24.88,2523,200,11507,1279,995338,87099,995338,,615,Sunday,Dec-20,2020,20201206,9803.921569,73.86615453,396.3535474
287,07-12-2020,102,45,57,13588,24.31,2523,200,11507,1279,1000642,86745,1000642,,567,Monday,Dec-20,2020,20201207,9803.921569,73.59434795,396.3535474
286,08-12-2020,102,45,57,13588,23.72,2523,200,11507,1279,1005954,86395,1005954,,537,Tuesday,Dec-20,2020,20201208,9803.921569,73.59434795,396.3535474
285,09-12-2020,102,45,57,13588,23.51,2523,200,11507,1279,1011252,86033,1011252,,536,Wednesday,Dec-20,2020,20201209,9803.921569,73.59434795,396.3535474
284,10-12-2020,102,45,57,13588,22.88,2523,200,11507,1279,1016563,85677,1016563,,506,Thursday,Dec-20,2020,20201210,9803.921569,73.59434795,396.3535474
283,11-12-2020,102,45,57,13588,22.71,2523,200,11507,1279,1021895,85330,1021895,,486,Friday,Dec-20,2020,20201211,9803.921569,73.59434795,396.3535474
282,12-12-2020,102,45,57,13588,22.22,2523,200,11507,1279,1027203,84970,1027203,,446,Saturday,Dec-20,2020,20201212,9803.921569,73.59434795,396.3535474
281,13-12-2020,102,45,57,13588,21.6,2523,200,11507,1279,1032525,84622,1032525,,415,Sunday,Dec-20,2020,20201213,9803.921569,73.59434795,396.3535474
280,14-12-2020,102,45,57,13588,20.89,2523,200,11507,1279,1037822,84267,1037822,,382,Monday,Dec-20,2020,20201214,9803.921569,73.59434795,396.3535474
279,15-12-2020,102,45,57,13588,20.16,2523,200,11507,1279,1043134,83911,1043134,,374,Tuesday,Dec-20,2020,20201215,9803.921569,73.59434795,396.3535474
278,16-12-2020,102,45,57,13588,19.49,2523,200,11507,1279,1048418,83546,1048418,,355,Wednesday,Dec-20,2020,20201216,9803.921569,73.59434795,396.3535474
277,17-12-2020,102,45,57,13588,18.71,2523,200,11507,1279,1053728,83198,1053728,,319,Thursday,Dec-20,2020,20201217,9803.921569,73.59434795,396.3535474
276,18-12-2020,102,45,57,13588,18.25,2523,200,11507,1279,1059026,82837,1059026,,305,Friday,Dec-20,2020,20201218,9803.921569,73.59434795,396.3535474
275,19-12-2020,102,45,57,13588,17.56,2523,200,11507,1279,1064340,82482,1064340,,286,Saturday,Dec-20,2020,20201219,9803.921569,73.59434795,396.3535474
274,20-12-2020,102,45,57,13588,16.69,2523,200,11507,1279,1069646,82141,1069646,,256,Sunday,Dec-20,2020,20201220,9803.921569,73.59434795,396.3535474
273,21-12-2020,102,45,57,13588,16.32,2523,200,11507,1279,1074958,81791,1074958,,247,Monday,Dec-20,2020,20201221,9803.921569,73.59434795,396.3535474
272,22-12-2020,102,45,57,13588,15.86,2523,200,11507,1279,1080266,81429,1080266,,202,Tuesday,Dec-20,2020,20201222,9803.921569,73.59434795,396.3535474
271,23-12-2020,102,45,57,13588,15.18,2523,200,11507,1279,1085582,81073,1085582,,196,Wednesday,Dec-20,2020,20201223,9803.921569,73.59434795,396.3535474
270,24-12-2020,102,45,57,13588,14.77,2523,200,11507,1279,1090896,80726,1090896,,146,Thursday,Dec-20,2020,20201224,9803.921569,73.59434795,396.3535474
269,25-12-2020,102,45,57,13588,14.32,2523,200,11507,1279,1096195,80370,1096195,,166,Friday,Dec-20,2020,20201225,9803.921569,73.59434795,396.3535474
268,26-12-2020,102,45,57,13588,13.31,2523,200,11507,1279,1101509,80021,1101509,,144,Saturday,Dec-20,2020,20201226,9803.921569,73.59434795,396.3535474
267,27-12-2020,102,45,57,13588,13.05,2523,200,11507,1279,1106807,79663,1106807,,120,Sunday,Dec-20,2020,20201227,9803.921569,73.59434795,396.3535474
266,28-12-2020,102,45,57,13588,12.87,2523,200,11507,1279,1111218,79304,1111218,,115,Monday,Dec-20,2020,20201228,9803.921569,73.59434795,396.3535474
265,29-12-2020,102,45,57,13588,12.17,2523,200,11507,1279,1122725,78606,1122725,,101,Tuesday,Dec-20,2020,20201229,9803.921569,73.59434795,396.3535474
264,30-12-2020,102,45,57,13588,11.92,2523,200,11507,1279,1128024,78259,1128024,,99,Wednesday,Dec-20,2020,20201230,9803.921569,73.59434795,396.3535474
263,31-12-2020,102,45,57,13588,11.52,2523,200,11507,1279,1133336,77904,1133336,,98,Thursday,Dec-20,2020,20201231,9803.921569,73.59434795,396.3535474
262,01-01-2021,102,45,57,13588,10.93,2523,200,11507,1279,1138646,77554,1138646,,97,Friday,Jan-21,2021,20210101,9803.921569,73.59434795,396.3535474
261,02-01-2021,102,45,57,13588,10.72,2523,200,11507,1279,1143970,77199,1143970,,96,Saturday,Jan-21,2021,20210102,9803.921569,73.59434795,396.3535474
260,03-01-2021,102,45,57,13588,10.26,2523,200,11507,1279,1149518,76788,1149518,,87,Sunday,Jan-21,2021,20210103,9803.921569,73.59434795,396.3535474
259,04-01-2021,102,45,57,13588,10.02,2523,200,11507,1279,1155120,76367,1155120,,76,Monday,Jan-21,2021,20210104,9803.921569,73.59434795,396.3535474
258,05-01-2021,102,45,57,13588,9.5,2523,200,11507,1279,1160736,75949,1160736,,76,Tuesday,Jan-21,2021,20210105,9803.921569,73.59434795,396.3535474
257,06-01-2021,102,45,57,13588,9.32,2523,200,11507,1279,1166362,75524,1166362,,79,Wednesday,Jan-21,2021,20210106,9803.921569,73.59434795,396.3535474
256,07-01-2021,102,45,57,13588,9.08,2523,200,11507,1279,1172011,75092,1172011,,74,Thursday,Jan-21,2021,20210107,9803.921569,73.59434795,396.3535474
255,08-01-2021,102,45,57,13588,9.07,2523,200,11507,1279,1177558,74663,1177558,,64,Friday,Jan-21,2021,20210108,9803.921569,73.59434795,396.3535474
254,09-01-2021,102,45,57,13588,8.82,2523,200,11507,1279,1183198,74233,1183198,,56,Saturday,Jan-21,2021,20210109,9803.921569,73.59434795,396.3535474
253,10-01-2021,102,45,57,13588,8.54,2523,200,11507,1279,1188846,73798,1188846,,65,Sunday,Jan-21,2021,20210110,9803.921569,73.59434795,396.3535474
252,11-01-2021,102,45,57,12840,8.79,2369,200,11507,1279,1194607,73348,1194607,,69,Monday,Jan-21,2021,20210111,9803.921569,77.88161994,422.1190376
251,12-01-2021,102,45,57,12840,8.72,2369,200,11507,1279,1200355,72880,1200355,,58,Tuesday,Jan-21,2021,20210112,9803.921569,77.88161994,422.1190376
250,13-01-2021,102,45,57,12840,8.46,2369,200,11507,1279,1206167,72400,1206167,,60,Wednesday,Jan-21,2021,20210113,9803.921569,77.88161994,422.1190376
249,14-01-2021,102,45,57,12840,8.21,2369,200,11507,1279,1212008,71914,1212008,,54,Thursday,Jan-21,2021,20210114,9803.921569,77.88161994,422.1190376
248,15-01-2021,102,45,57,12840,8.2,2369,200,11507,1279,1217863,71439,1217863,,58,Friday,Jan-21,2021,20210115,9803.921569,77.88161994,422.1190376
247,16-01-2021,102,45,57,12440,7.65,2349,200,11507,1279,1223775,70959,1223775,,53,Saturday,Jan-21,2021,20210116,9803.921569,80.38585209,425.7130694
246,17-01-2021,101,44,57,12440,7.39,2349,200,11507,1279,1229710,70468,1229710,,50,Sunday,Jan-21,2021,20210117,9900.990099,80.38585209,425.7130694
245,18-01-2021,101,44,57,12440,6.99,2319,200,11507,1279,1235697,69956,1235697,,49,Monday,Jan-21,2021,20210118,9900.990099,80.38585209,431.2203536
244,19-01-2021,101,44,57,12440,6.61,2319,200,11507,1279,1241709,69432,1241709,,22,Tuesday,Jan-21,2021,20210119,9900.990099,80.38585209,431.2203536
243,20-01-2021,101,44,57,12440,6.24,2319,200,11507,1279,1247932,68903,1247932,,27,Wednesday,Jan-21,2021,20210120,9900.990099,80.38585209,431.2203536
242,21-01-2021,101,44,57,12440,6.03,2319,200,11507,1279,1254257,68365,1254257,,31,Thursday,Jan-21,2021,20210121,9900.990099,80.38585209,431.2203536
241,22-01-2021,101,44,57,12440,5.8,2319,200,11507,1279,1260744,67818,1260744,,32,Friday,Jan-21,2021,20210122,9900.990099,80.38585209,431.2203536
240,23-01-2021,101,44,57,12440,5.76,2319,200,11507,1279,1267431,67249,1267431,,29,Saturday,Jan-21,2021,20210123,9900.990099,80.38585209,431.2203536
239,24-01-2021,101,44,57,12440,5.59,2319,200,11507,1279,1274220,66662,1274220,,23,Sunday,Jan-21,2021,20210124,9900.990099,80.38585209,431.2203536
238,25-01-2021,73,44,29,10510,6.2,2319,200,11507,1279,1281114,66050,1281114,,27,Monday,Jan-21,2021,20210125,13698.63014,95.14747859,431.2203536
237,26-01-2021,73,44,29,10510,5.81,2319,200,11507,1279,1288059,65391,1288059,,25,Tuesday,Jan-21,2021,20210126,13698.63014,95.14747859,431.2203536
236,27-01-2021,73,44,29,10510,5.56,2319,200,11507,1279,1295064,64702,1295064,,26,Wednesday,Jan-21,2021,20210127,13698.63014,95.14747859,431.2203536
235,28-01-2021,73,44,29,10510,5.43,2319,200,11507,1279,1302322,63990,1302322,,24,Thursday,Jan-21,2021,20210128,13698.63014,95.14747859,431.2203536
234,29-01-2021,69,44,25,8727,6.1,2319,200,11507,1279,1309580,63521,1309580,,21,Friday,Jan-21,2021,20210129,14492.75362,114.5869142,431.2203536
233,30-01-2021,69,44,25,8727,5.83,2319,200,11507,1279,1317267,62752,1317267,,15,Saturday,Jan-21,2021,20210130,14492.75362,114.5869142,431.2203536
232,31-01-2021,69,44,25,8727,5.57,2319,200,11507,1279,1325165,61977,1325165,,12,Sunday,Jan-21,2021,20210131,14492.75362,114.5869142,431.2203536
231,01-02-2021,69,44,25,8727,5.24,2319,200,11507,1279,1333160,61612,1333160,,8,Monday,Feb-21,2021,20210201,14492.75362,114.5869142,431.2203536
230,02-02-2021,69,44,25,8727,4.81,2319,200,11507,1279,1341272,60400,1341272,,5,Tuesday,Feb-21,2021,20210202,14492.75362,114.5869142,431.2203536
229,03-02-2021,69,44,25,8727,4.69,2319,200,11507,1279,1349497,59560,1349497,,7,Wednesday,Feb-21,2021,20210203,14492.75362,114.5869142,431.2203536
228,04-02-2021,69,44,25,8727,4.42,2319,200,11507,1279,1357831,58705,1357831,,7,Thursday,Feb-21,2021,20210204,14492.75362,114.5869142,431.2203536
227,05-02-2021,69,44,25,8727,4.18,2319,200,11507,1279,1366515,57825,1366515,,9,Friday,Feb-21,2021,20210205,14492.75362,114.5869142,431.2203536
226,06-02-2021,65,44,21,8727,4.07,2319,200,11507,1279,1375227,56900,1375227,,7,Saturday,Feb-21,2021,20210206,15384.61538,114.5869142,431.2203536
225,07-02-2021,65,44,21,8727,3.84,2319,200,11507,1279,1384086,55876,1384086,,5,Sunday,Feb-21,2021,20210207,15384.61538,114.5869142,431.2203536
224,08-02-2021,65,44,21,8727,3.56,2319,200,11507,1279,1393151,54731,1393151,,5,Monday,Feb-21,2021,20210208,15384.61538,114.5869142,431.2203536
223,09-02-2021,65,44,21,8727,3.35,2319,200,11507,1279,1404196,53503,1404196,,5,Tuesday,Feb-21,2021,20210209,15384.61538,114.5869142,431.2203536
222,10-02-2021,65,44,21,8727,3.27,2319,200,11507,1279,1416667,52068,1416667,,5,Wednesday,Feb-21,2021,20210210,15384.61538,114.5869142,431.2203536
221,11-02-2021,65,44,21,8727,3.17,2319,200,11507,1279,1430332,50383,1430332,,5,Thursday,Feb-21,2021,20210211,15384.61538,114.5869142,431.2203536
220,12-02-2021,65,44,21,8727,3.16,2319,200,11507,1279,1445217,48585,1445217,,5,Friday,Feb-21,2021,20210212,15384.61538,114.5869142,431.2203536
219,13-02-2021,65,44,21,8727,3.21,2319,200,11507,1279,1461104,46588,1461104,,5,Saturday,Feb-21,2021,20210213,15384.61538,114.5869142,431.2203536
218,14-02-2021,65,44,21,8727,3.13,2319,200,11507,1279,1478546,44530,1478546,,4,Sunday,Feb-21,2021,20210214,15384.61538,114.5869142,431.2203536
217,15-02-2021,65,44,21,8727,3.05,2319,200,11507,1279,1497042,42385,1497042,,4,Monday,Feb-21,2021,20210215,15384.61538,114.5869142,431.2203536
216,16-02-2021,65,44,21,8727,2.9,2319,200,11507,1279,1517386,40031,1517386,,4,Tuesday,Feb-21,2021,20210216,15384.61538,114.5869142,431.2203536
215,17-02-2021,65,44,21,8727,2.8,2319,200,11507,1279,1538540,37475,1538540,,4,Wednesday,Feb-21,2021,20210217,15384.61538,114.5869142,431.2203536
214,18-02-2021,65,44,21,8727,2.69,2319,200,11507,1279,1561414,34700,1561414,,4,Thursday,Feb-21,2021,20210218,15384.61538,114.5869142,431.2203536
213,19-02-2021,65,44,21,8727,2.76,1759,200,11507,623,1585901,31703,1585901,,2,Friday,Feb-21,2021,20210219,15384.61538,114.5869142,568.5048323
212,20-02-2021,65,44,21,8727,2.6,1759,200,11507,623,1611479,28549,1611479,,2,Saturday,Feb-21,2021,20210220,15384.61538,114.5869142,568.5048323
211,21-02-2021,65,44,21,8727,2.45,1759,200,11507,623,1637591,25399,1637591,,2,Sunday,Feb-21,2021,20210221,15384.61538,114.5869142,568.5048323
210,22-02-2021,65,44,21,8727,2.48,1759,200,11507,623,1664706,22299,1664706,,2,Monday,Feb-21,2021,20210222,15384.61538,114.5869142,568.5048323
209,23-02-2021,65,44,21,8727,2.36,1759,200,11507,623,1692039,19287,1692039,,2,Tuesday,Feb-21,2021,20210223,15384.61538,114.5869142,568.5048323
208,24-02-2021,60,44,16,6736,3.15,1619,200,11507,623,1719551,17030,1719551,,2,Wednesday,Feb-21,2021,20210224,16666.66667,148.456057,617.6652254
207,25-02-2021,60,44,16,6736,3.16,1619,200,11507,595,1775391,15762,1775391,,2,Thursday,Feb-21,2021,20210225,16666.66667,148.456057,617.6652254
206,26-02-2021,60,44,16,6736,3.31,1619,200,11507,595,1864332,14202,1864332,,0,Friday,Feb-21,2021,20210226,16666.66667,148.456057,617.6652254
205,27-02-2021,60,44,16,6736,3.1,1619,200,11507,595,1945443,12298,1945443,,0,Saturday,Feb-21,2021,20210227,16666.66667,148.456057,617.6652254
